set -1
0 0
1 0
2 0
3 0
4 0
10 0
11 0
12 0
13 0
14 0
20 0
21 0
22 0
23 0
24 0
30 0
31 0
32 0
33 0
34 0
40 0
41 0
42 0
43 0
44 0
